Acc,Cans,Kilograms,Fat,SNF,Date,Shift
871,2,55,5.3,8.3,2018-04-13,0
3536,1,5,4.5,8.2,2018-04-14,1
893,1,25,5.3,8.2,2018-04-14,1
457,2,68,4.1,8.2,2018-04-14,1
925,1,23,4.5,8.2,2018-04-14,1
460,1,21,4.1,8.2,2018-04-14,1
786,1,31,4.6,8.2,2018-04-14,1
949,4,150,5.9,8.6,2018-04-14,0
2959,2,45,4.2,8.2,2018-04-14,1
865,1,16,6.5,8.5,2018-04-14,1
873,4,126,5.8,8.5,2018-04-14,1
3516,2,44,5.9,8.8,2018-04-14,1
949,4,146,5.5,8.5,2018-04-14,1
871,1,38,4.8,8.2,2018-04-14,1
1725,1,21,5.3,8.3,2018-04-14,0
1725,1,29,4.7,8.3,2018-04-14,1
865,2,62,5.1,8.4,2018-04-14,0
3680,4,150,6.2,9.0,2018-04-14,1
3536,1,7,5.4,8.7,2018-04-14,0
457,2,55,4.6,8.2,2018-04-14,0
925,1,23,5.3,8.2,2018-04-14,0
460,1,21,4.8,8.2,2018-04-14,0
893,1,14,5.1,8.2,2018-04-14,0
786,1,23,5.3,8.2,2018-04-14,0
3516,2,63,6.1,8.8,2018-04-14,0
873,4,160,6.9,8.8,2018-04-14,0
3680,5,165,6.3,9.0,2018-04-14,0
2959,2,73,5.6,8.5,2018-04-14,0
871,2,52,5.6,8.5,2018-04-14,0
455,1,29,3.2,8.2,2018-04-15,1
865,1,13,6.0,8.4,2018-04-15,1
873,2,55,4.7,8.5,2018-04-15,1
3516,2,41,6.0,8.7,2018-04-15,1
1516,1,39,4.4,8.2,2018-04-15,1
3680,5,200,7.0,9.0,2018-04-15,1
1725,1,33,4.8,8.2,2018-04-15,1
786,1,8,3.5,8.1,2018-04-15,0
893,1,12,4.8,8.2,2018-04-15,0
786,1,30,4.0,8.1,2018-04-15,1
3536,1,7,6.1,8.7,2018-04-15,0
871,2,48,4.9,8.4,2018-04-15,0
2959,2,73,5.8,8.6,2018-04-15,0
949,4,155,5.8,8.5,2018-04-15,0
865,2,51,6.0,8.5,2018-04-15,0
873,2,60,6.1,8.4,2018-04-15,0
1516,3,95,5.4,8.6,2018-04-15,0
3680,6,230,7.2,9.0,2018-04-15,0
1725,1,21,4.9,8.2,2018-04-15,0
455,1,28,3.2,8.2,2018-04-15,0
949,4,141,5.4,8.7,2018-04-15,1
3516,2,67,6.1,8.8,2018-04-15,0
457,2,71,4.0,8.1,2018-04-15,1
925,1,29,5.0,8.1,2018-04-15,1
460,1,21,4.1,8.2,2018-04-15,1
893,1,22,5.4,8.2,2018-04-15,1
457,2,47,4.8,8.2,2018-04-15,0
871,1,29,5.0,8.4,2018-04-15,1
2959,2,57,4.8,8.3,2018-04-15,1
925,1,27,4.3,8.2,2018-04-15,0
3536,1,5,5.1,8.2,2018-04-15,1
460,1,19,4.4,8.2,2018-04-15,0
457,2,69,4.0,8.1,2018-04-16,1
925,1,22,5.0,8.1,2018-04-16,1
460,1,20,4.4,8.2,2018-04-16,1
893,1,20,4.8,8.1,2018-04-16,1
786,1,34,4.8,8.2,2018-04-16,1
865,1,18,6.6,8.6,2018-04-16,1
2959,2,51,4.7,8.2,2018-04-16,1
873,2,55,4.5,8.3,2018-04-16,1
3516,1,40,5.1,8.7,2018-04-16,1
1516,1,39,4.1,8.5,2018-04-16,1
3536,1,31,6.1,8.2,2018-04-16,1
1725,1,35,4.6,8.2,2018-04-16,1
871,1,37,5.1,8.5,2018-04-16,1
949,4,144,5.7,8.6,2018-04-16,1
786,1,21,4.4,8.2,2018-04-16,0
455,1,32,3.2,8.2,2018-04-16,0
1725,1,22,4.8,8.2,2018-04-16,0
1516,3,100,5.6,8.3,2018-04-16,0
3516,2,66,6.3,8.8,2018-04-16,0
865,2,52,5.7,8.5,2018-04-16,0
2959,2,72,5.5,8.2,2018-04-16,0
871,2,50,5.1,8.3,2018-04-16,0
893,1,14,5.5,8.2,2018-04-16,0
460,1,20,4.7,8.2,2018-04-16,0
925,1,30,5.2,8.0,2018-04-16,0
457,2,45,4.5,8.2,2018-04-16,0
3536,1,7,6.1,8.7,2018-04-16,0
949,4,148,6.0,8.7,2018-04-16,0
455,1,29,3.2,8.2,2018-04-16,1
3691,5,175,7.0,9.0,2018-04-16,0
3691,4,130,7.1,9.0,2018-04-16,1
873,2,61,6.3,8.4,2018-04-16,0
893,1,21,5.6,8.3,2018-04-17,0
786,1,22,5.3,8.2,2018-04-17,0
455,1,31,3.4,8.2,2018-04-17,1
1725,1,33,5.0,8.2,2018-04-17,1
1516,1,39,4.0,8.5,2018-04-17,1
3516,2,45,6.0,8.6,2018-04-17,1
3690,2,50,6.0,8.4,2018-04-17,1
865,1,15,5.8,8.7,2018-04-17,1
2959,2,51,4.5,8.2,2018-04-17,1
871,1,33,4.7,8.3,2018-04-17,1
786,1,32,4.2,8.2,2018-04-17,1
893,1,20,5.5,8.4,2018-04-17,1
460,1,21,4.7,8.2,2018-04-17,1
457,2,73,4.0,8.1,2018-04-17,1
3536,1,5,4.6,8.2,2018-04-17,1
873,2,62,5.0,8.6,2018-04-17,1
455,1,31,3.0,8.2,2018-04-17,0
949,4,142,5.4,8.7,2018-04-17,1
457,1,30,5.1,8.2,2018-04-17,0
3536,1,7,6.3,8.8,2018-04-17,0
949,4,130,5.7,8.7,2018-04-17,0
871,2,61,5.2,8.4,2018-04-17,0
2959,2,75,5.5,8.6,2018-04-17,0
460,1,14,5.0,8.2,2018-04-17,0
3690,2,41,5.8,8.2,2018-04-17,0
873,2,51,6.2,8.8,2018-04-17,0
3516,2,74,6.5,8.8,2018-04-17,0
1516,3,85,5.7,8.4,2018-04-17,0
865,2,59,5.6,8.4,2018-04-17,0
1725,1,22,5.2,8.3,2018-04-17,0
460,1,18,4.7,8.3,2018-04-18,1
893,1,19,5.4,8.4,2018-04-18,1
786,1,32,5.0,8.2,2018-04-18,1
871,1,23,4.5,8.6,2018-04-18,1
2959,2,50,4.4,8.2,2018-04-18,1
873,2,54,4.9,8.4,2018-04-18,1
3516,1,39,5.1,8.4,2018-04-18,1
1516,1,37,4.4,9.0,2018-04-18,1
1725,1,28,4.9,8.2,2018-04-18,1
925,1,24,4.7,8.2,2018-04-18,1
3690,2,45,5.8,8.6,2018-04-18,1
455,1,30,3.2,8.2,2018-04-18,1
865,1,12,5.5,8.5,2018-04-18,1
1725,1,22,4.8,8.2,2018-04-18,0
949,4,147,5.5,8.7,2018-04-18,1
949,3,117,6.0,8.8,2018-04-18,0
925,1,28,4.7,8.2,2018-04-18,0
460,1,18,5.1,8.3,2018-04-18,0
893,1,14,5.9,8.4,2018-04-18,0
786,1,19,4.5,8.2,2018-04-18,0
455,1,29,3.2,8.2,2018-04-18,0
2959,2,66,5.6,8.6,2018-04-18,0
865,2,54,5.5,8.4,2018-04-18,0
3690,3,109,5.7,8.3,2018-04-18,0
873,2,46,6.0,8.6,2018-04-18,0
3516,2,67,6.8,8.8,2018-04-18,0
871,2,51,4.9,8.2,2018-04-18,0
1516,3,95,5.6,8.6,2018-04-18,0
893,1,22,5.0,8.4,2018-04-19,1
786,1,33,4.8,8.1,2018-04-19,1
871,1,36,4.6,8.6,2018-04-19,1
2959,2,48,4.4,8.2,2018-04-19,1
873,2,43,4.6,8.1,2018-04-19,1
460,1,23,4.8,8.3,2018-04-19,1
3516,1,35,5.5,8.6,2018-04-19,1
1725,1,25,5.4,8.3,2018-04-19,1
455,1,30,3.4,8.2,2018-04-19,1
3691,2,65,7.5,9.0,2018-04-19,1
865,1,21,7.1,8.6,2018-04-19,1
925,1,25,5.2,8.2,2018-04-19,1
455,1,27,3.4,8.2,2018-04-19,0
3691,2,50,7.5,9.0,2018-04-19,0
1725,1,21,5.1,8.2,2018-04-19,0
3516,2,68,6.3,8.9,2018-04-19,0
873,2,52,6.1,8.4,2018-04-19,0
2959,2,68,5.2,8.7,2018-04-19,0
871,2,52,5.0,8.3,2018-04-19,0
786,1,20,4.5,8.2,2018-04-19,0
893,1,14,5.5,8.3,2018-04-19,0
460,1,16,4.9,8.3,2018-04-19,0
925,1,31,4.7,8.2,2018-04-19,0
949,4,132,5.9,8.6,2018-04-19,0
949,4,159,5.5,8.8,2018-04-19,1
865,2,63,5.3,8.3,2018-04-19,0
893,1,8,7.7,9.0,2018-04-20,0
1516,1,29,4.0,8.2,2018-04-20,1
873,1,40,4.2,8.4,2018-04-20,1
786,1,20,4.3,8.2,2018-04-20,0
871,2,42,5.1,8.2,2018-04-20,0
2959,2,64,5.5,8.6,2018-04-20,0
865,2,52,5.5,8.4,2018-04-20,0
873,1,9,6.4,8.5,2018-04-20,0
3516,2,58,6.3,8.8,2018-04-20,0
1516,1,34,7.0,8.6,2018-04-20,0
460,1,16,4.9,8.2,2018-04-20,0
1725,1,22,4.9,8.4,2018-04-20,0
3691,4,155,7.2,9.0,2018-04-20,0
949,4,142,5.6,8.5,2018-04-20,1
3536,1,6,5.6,8.2,2018-04-20,1
925,1,22,4.0,8.0,2018-04-20,1
460,1,18,4.7,8.3,2018-04-20,1
893,1,25,5.3,8.4,2018-04-20,1
786,1,26,4.8,8.1,2018-04-20,1
871,1,29,4.2,8.2,2018-04-20,1
455,1,28,3.2,8.2,2018-04-20,0
925,1,25,5.2,8.2,2018-04-20,0
3536,1,8,6.2,9.0,2018-04-20,0
949,4,141,6.1,8.4,2018-04-20,0
2959,2,51,4.5,8.3,2018-04-20,1
3691,4,140,7.1,9.0,2018-04-20,1
865,1,19,7.0,8.7,2018-04-20,1
1725,1,31,4.9,8.4,2018-04-20,1
3516,2,44,5.5,8.8,2018-04-20,1
455,1,30,3.0,8.2,2018-04-20,1
455,1,30,3.0,8.2,2018-04-21,0
1725,1,24,5.2,8.4,2018-04-21,0
1516,1,8,5.1,9.0,2018-04-21,0
3516,2,55,6.7,8.8,2018-04-21,0
873,1,31,6.6,8.6,2018-04-21,0
865,2,54,5.6,8.3,2018-04-21,0
871,2,42,4.9,8.5,2018-04-21,0
786,1,18,5.2,8.1,2018-04-21,0
460,1,19,4.9,8.3,2018-04-21,0
925,1,26,5.4,8.2,2018-04-21,0
457,1,40,4.9,8.2,2018-04-21,0
3536,1,5,6.5,8.8,2018-04-21,0
949,4,129,6.1,8.8,2018-04-21,0
2959,2,67,5.4,8.6,2018-04-21,0
893,1,13,6.8,8.7,2018-04-21,0
3691,4,131,7.2,9.0,2018-04-21,0
949,4,138,5.8,8.6,2018-04-21,1
3536,1,7,5.3,8.4,2018-04-21,1
455,1,29,3.0,8.2,2018-04-21,1
1725,1,34,5.1,8.4,2018-04-21,1
1516,1,25,3.8,8.3,2018-04-21,1
3516,1,29,5.7,8.8,2018-04-21,1
873,2,46,4.9,8.4,2018-04-21,1
865,1,24,6.9,8.8,2018-04-21,1
3691,4,133,7.1,9.0,2018-04-21,1
871,1,30,4.3,8.3,2018-04-21,1
786,1,27,4.6,8.2,2018-04-21,1
893,1,24,5.6,8.4,2018-04-21,1
460,1,20,4.9,8.2,2018-04-21,1
925,1,23,5.0,8.2,2018-04-21,1
457,2,80,3.9,8.2,2018-04-21,1
2959,2,47,4.2,8.2,2018-04-21,1
460,1,20,5.0,8.2,2018-04-22,1
893,1,26,4.9,8.3,2018-04-22,1
786,1,33,4.6,8.2,2018-04-22,1
871,1,33,4.5,8.2,2018-04-22,1
2959,2,48,4.1,8.3,2018-04-22,1
925,1,26,5.0,8.2,2018-04-22,0
1516,1,39,4.5,8.3,2018-04-22,1
873,2,55,5.2,8.7,2018-04-22,1
3516,2,41,6.0,8.8,2018-04-22,1
1725,1,35,4.9,8.3,2018-04-22,1
455,1,30,3.2,8.2,2018-04-22,1
3691,3,112,7.7,9.0,2018-04-22,1
925,1,19,5.2,8.2,2018-04-22,1
865,1,17,5.8,8.7,2018-04-22,1
457,2,80,4.0,8.2,2018-04-22,1
873,2,41,6.1,8.7,2018-04-22,0
949,4,143,5.8,9.0,2018-04-22,1
3691,3,100,7.5,9.0,2018-04-22,0
455,1,29,3.2,8.2,2018-04-22,0
1725,1,22,5.0,8.3,2018-04-22,0
1516,2,60,5.8,8.7,2018-04-22,0
3516,2,60,6.4,8.9,2018-04-22,0
865,2,59,5.4,8.4,2018-04-22,0
2959,2,54,5.5,9.0,2018-04-22,0
871,2,50,4.7,8.2,2018-04-22,0
786,1,9,4.0,8.2,2018-04-22,0
457,2,50,4.4,8.2,2018-04-22,0
3536,1,5,6.5,8.5,2018-04-22,0
949,4,146,6.1,8.8,2018-04-22,0
893,1,18,6.4,8.8,2018-04-22,0
3536,1,5,6.7,8.7,2018-04-22,1
460,1,18,4.3,8.3,2018-04-22,0
873,2,43,5.7,8.7,2018-04-23,0
3680,1,10,7.5,9.0,2018-04-23,0
2959,2,69,5.3,8.5,2018-04-23,0
865,2,54,6.4,8.6,2018-04-23,0
3690,3,100,5.8,8.6,2018-04-23,0
3690,2,48,5.6,8.6,2018-04-23,1
3516,2,67,6.2,8.8,2018-04-23,0
1516,3,100,5.6,8.8,2018-04-23,0
865,1,24,6.8,8.7,2018-04-23,1
1725,1,21,5.0,8.3,2018-04-23,0
455,1,29,3.2,8.2,2018-04-23,0
3691,3,105,7.5,9.0,2018-04-23,0
949,4,150,5.9,8.8,2018-04-23,1
3536,1,7,5.2,8.2,2018-04-23,1
457,2,78,3.9,8.2,2018-04-23,1
925,1,23,5.5,8.2,2018-04-23,1
460,1,20,5.0,8.8,2018-04-23,1
893,1,27,5.3,8.3,2018-04-23,1
786,1,31,4.6,8.2,2018-04-23,1
871,2,50,5.2,8.3,2018-04-23,0
786,1,21,4.7,8.2,2018-04-23,0
893,1,17,5.9,8.2,2018-04-23,0
460,1,20,5.6,8.8,2018-04-23,0
3691,3,110,7.8,9.0,2018-04-23,1
871,1,26,4.2,8.2,2018-04-23,1
1725,1,38,5.0,8.3,2018-04-23,1
3680,1,15,7.5,9.0,2018-04-23,1
1516,1,21,3.4,8.2,2018-04-23,1
455,1,30,3.4,8.2,2018-04-23,1
873,2,47,4.5,8.5,2018-04-23,1
949,4,140,6.2,8.7,2018-04-23,0
3536,1,6,5.7,8.5,2018-04-23,0
457,2,59,4.5,8.2,2018-04-23,0
925,1,24,5.1,8.2,2018-04-23,0
3516,1,39,5.4,8.8,2018-04-23,1
2959,2,56,4.2,8.3,2018-04-23,1
949,4,148,5.5,8.8,2018-04-24,1
3691,1,40,8.3,9.0,2018-04-24,0
455,1,29,3.2,8.2,2018-04-24,0
1725,1,28,5.0,8.8,2018-04-24,0
3680,1,10,8.5,9.0,2018-04-24,0
1516,2,46,4.1,8.8,2018-04-24,0
3516,2,65,6.4,8.9,2018-04-24,0
3680,1,25,8.3,9.0,2018-04-24,1
3536,1,7,6.0,8.3,2018-04-24,1
3691,1,35,8.5,9.0,2018-04-24,1
455,1,29,3.2,8.2,2018-04-24,1
1725,1,38,5.3,8.8,2018-04-24,1
1516,1,25,4.4,8.4,2018-04-24,1
3516,1,30,5.8,8.7,2018-04-24,1
873,2,57,4.8,8.8,2018-04-24,1
873,2,45,5.9,8.8,2018-04-24,0
3690,2,53,5.9,8.6,2018-04-24,1
2959,2,54,4.1,8.5,2018-04-24,1
871,1,35,4.5,8.1,2018-04-24,1
786,1,32,4.4,8.2,2018-04-24,1
460,1,20,4.0,8.3,2018-04-24,1
925,1,26,5.4,8.2,2018-04-24,1
457,2,77,3.8,8.2,2018-04-24,1
865,1,23,7.2,8.8,2018-04-24,1
3690,3,103,5.6,8.5,2018-04-24,0
893,1,23,4.7,8.7,2018-04-24,1
2959,2,72,5.5,9.0,2018-04-24,0
871,2,57,5.0,8.2,2018-04-24,0
786,1,21,5.0,8.2,2018-04-24,0
893,1,19,6.1,8.3,2018-04-24,0
460,1,18,5.6,8.4,2018-04-24,0
925,1,26,5.6,8.2,2018-04-24,0
457,2,58,4.6,8.3,2018-04-24,0
3536,1,6,5.9,8.4,2018-04-24,0
949,4,138,6.1,8.8,2018-04-24,0
865,2,57,5.6,8.5,2018-04-24,0
925,1,28,5.7,8.2,2018-04-25,1
457,2,66,3.6,8.2,2018-04-25,1
3536,1,3,4.7,8.2,2018-04-25,1
3691,4,140,7.2,9.0,2018-04-25,0
1516,2,57,5.4,8.2,2018-04-25,0
1725,1,27,4.9,8.5,2018-04-25,0
3680,1,40,7.5,9.0,2018-04-25,0
460,1,18,4.5,8.2,2018-04-25,1
3516,2,65,6.1,8.8,2018-04-25,0
455,1,29,3.2,8.2,2018-04-25,0
893,1,25,4.6,8.2,2018-04-25,1
865,1,23,7.1,8.5,2018-04-25,1
871,1,33,4.4,8.2,2018-04-25,1
2959,2,51,4.2,8.3,2018-04-25,1
873,2,47,5.9,8.7,2018-04-25,0
3690,2,46,5.7,8.5,2018-04-25,1
873,2,55,4.8,8.5,2018-04-25,1
3516,1,39,6.0,8.7,2018-04-25,1
1516,2,50,4.2,8.2,2018-04-25,1
3680,2,45,7.5,9.0,2018-04-25,1
1725,1,36,5.3,8.5,2018-04-25,1
455,1,30,3.2,8.2,2018-04-25,1
3691,4,139,7.4,9.0,2018-04-25,1
786,1,33,4.7,8.2,2018-04-25,1
3690,3,106,5.5,8.5,2018-04-25,0
949,4,142,5.6,8.7,2018-04-25,1
2959,2,76,5.7,8.6,2018-04-25,0
865,2,61,5.4,8.3,2018-04-25,0
3536,1,3,5.6,8.3,2018-04-25,0
457,2,77,4.3,8.2,2018-04-25,0
925,1,25,5.7,8.2,2018-04-25,0
949,4,135,5.9,8.7,2018-04-25,0
893,1,17,6.2,8.3,2018-04-25,0
786,1,20,4.9,8.2,2018-04-25,0
871,2,52,5.2,8.2,2018-04-25,0
460,1,21,5.2,8.2,2018-04-25,0
1516,3,91,5.4,8.7,2018-04-26,0
871,1,38,4.8,8.5,2018-04-26,0
2959,2,74,5.5,8.8,2018-04-26,0
865,2,58,5.9,8.2,2018-04-26,0
3690,3,108,5.6,8.4,2018-04-26,0
873,2,47,5.8,8.4,2018-04-26,0
3516,2,67,6.2,8.8,2018-04-26,0
3680,1,20,7.5,9.0,2018-04-26,0
3536,1,6,5.4,8.2,2018-04-26,1
455,1,30,3.2,8.4,2018-04-26,0
3691,2,75,7.0,9.0,2018-04-26,0
949,4,138,5.5,8.7,2018-04-26,1
786,1,21,4.5,8.2,2018-04-26,0
457,2,53,3.7,8.2,2018-04-26,1
925,1,23,4.8,8.2,2018-04-26,1
460,1,19,5.1,8.2,2018-04-26,1
893,1,22,5.1,8.6,2018-04-26,1
786,1,29,5.1,8.2,2018-04-26,1
1725,1,27,5.0,8.4,2018-04-26,0
893,1,17,6.1,8.5,2018-04-26,0
949,4,141,6.0,8.8,2018-04-26,0
925,1,26,5.0,8.2,2018-04-26,0
865,1,20,7.0,8.4,2018-04-26,1
3691,2,73,7.2,9.0,2018-04-26,1
460,1,16,4.3,8.2,2018-04-26,0
1725,1,36,5.4,8.5,2018-04-26,1
3680,1,25,7.3,9.0,2018-04-26,1
871,2,42,4.6,8.5,2018-04-26,1
455,1,29,3.2,8.4,2018-04-26,1
3516,1,38,5.9,8.7,2018-04-26,1
873,2,54,4.6,8.3,2018-04-26,1
3690,2,47,6.2,8.5,2018-04-26,1
3536,1,11,6.7,8.8,2018-04-26,0
457,1,20,4.9,8.2,2018-04-26,0
1516,2,58,4.5,8.6,2018-04-26,1
2959,2,54,4.1,8.2,2018-04-26,1
3536,1,5,5.0,8.2,2018-04-27,1
949,3,90,5.5,8.7,2018-04-27,1
3691,3,100,7.0,9.0,2018-04-27,0
455,1,31,3.4,8.3,2018-04-27,0
1725,1,29,5.1,8.6,2018-04-27,0
3680,1,25,7.5,9.0,2018-04-27,0
1516,3,83,5.4,8.8,2018-04-27,0
925,1,26,4.9,8.2,2018-04-27,1
457,2,75,4.1,8.1,2018-04-27,1
3691,3,102,7.1,9.0,2018-04-27,1
455,1,28,3.2,8.4,2018-04-27,1
1725,1,34,5.2,8.4,2018-04-27,1
3680,1,35,7.5,9.0,2018-04-27,1
1516,2,54,4.3,8.2,2018-04-27,1
3516,1,40,6.2,8.7,2018-04-27,1
873,2,54,6.1,8.6,2018-04-27,0
873,2,57,4.6,8.4,2018-04-27,1
865,1,21,7.1,8.6,2018-04-27,1
2959,2,55,4.3,8.3,2018-04-27,1
871,1,36,4.3,8.2,2018-04-27,1
786,1,33,5.4,8.2,2018-04-27,1
893,1,29,5.1,8.8,2018-04-27,1
460,1,20,4.9,8.2,2018-04-27,1
3690,1,34,5.8,8.6,2018-04-27,1
3690,3,101,5.5,8.6,2018-04-27,0
3516,2,73,6.1,8.8,2018-04-27,0
2959,2,69,5.5,8.8,2018-04-27,0
871,2,47,4.7,8.2,2018-04-27,0
786,1,19,5.1,8.2,2018-04-27,0
893,1,22,5.1,8.5,2018-04-27,0
460,1,20,5.0,8.7,2018-04-27,0
925,1,26,5.1,8.2,2018-04-27,0
457,2,69,4.2,8.2,2018-04-27,0
3536,1,7,7.5,8.6,2018-04-27,0
949,4,129,6.0,8.8,2018-04-27,0
865,2,62,5.7,8.4,2018-04-27,0
457,1,75,4.0,8.2,2018-04-28,1
3536,1,6,5.5,8.2,2018-04-28,1
949,4,137,5.7,8.8,2018-04-28,1
3691,3,98,7.3,9.0,2018-04-28,0
1516,3,89,5.7,8.7,2018-04-28,0
1725,1,27,5.3,8.3,2018-04-28,0
3680,1,25,7.5,9.0,2018-04-28,0
460,1,21,4.4,8.5,2018-04-28,1
3516,2,67,6.8,8.8,2018-04-28,0
455,1,30,3.0,8.2,2018-04-28,0
893,1,29,5.0,8.7,2018-04-28,1
3690,1,29,6.3,8.8,2018-04-28,1
871,1,31,4.5,8.2,2018-04-28,1
2959,2,57,4.0,8.2,2018-04-28,1
865,1,27,6.3,8.3,2018-04-28,1
873,2,60,6.3,8.7,2018-04-28,0
873,2,42,4.5,8.2,2018-04-28,1
3516,2,41,5.8,8.5,2018-04-28,1
1516,1,35,3.9,8.2,2018-04-28,1
3680,1,19,7.1,9.0,2018-04-28,1
1725,1,38,5.9,8.5,2018-04-28,1
455,1,29,3.0,8.2,2018-04-28,1
3691,3,105,7.4,9.0,2018-04-28,1
786,1,15,4.7,8.2,2018-04-28,1
3690,3,108,5.6,8.6,2018-04-28,0
2959,2,74,5.5,8.7,2018-04-28,0
871,2,47,5.0,8.2,2018-04-28,0
786,1,19,4.8,8.2,2018-04-28,0
893,1,16,5.2,8.7,2018-04-28,0
460,1,19,5.0,8.5,2018-04-28,0
457,1,25,4.4,8.2,2018-04-28,0
3536,1,9,6.7,8.6,2018-04-28,0
949,4,151,6.1,8.7,2018-04-28,0
865,2,56,5.4,8.6,2018-04-28,0
3690,3,100,5.5,9.0,2018-04-29,0
1725,1,36,5.5,8.7,2018-04-29,1
455,1,29,3.7,8.4,2018-04-29,1
3691,1,25,8.7,9.0,2018-04-29,1
3516,2,69,6.3,9.0,2018-04-29,0
1725,1,26,5.4,8.8,2018-04-29,0
1516,2,46,4.2,8.5,2018-04-29,0
1516,1,34,4.1,8.4,2018-04-29,1
873,1,26,7.0,9.0,2018-04-29,0
455,1,28,3.2,8.2,2018-04-29,0
873,2,53,4.8,8.7,2018-04-29,1
786,1,31,4.7,8.2,2018-04-29,1
865,1,21,6.4,8.5,2018-04-29,1
2959,2,62,4.5,8.5,2018-04-29,1
893,1,23,4.3,8.3,2018-04-29,1
460,1,20,4.1,8.3,2018-04-29,1
925,1,23,4.9,8.4,2018-04-29,1
457,2,80,4.1,8.2,2018-04-29,1
3536,1,5,5.2,8.3,2018-04-29,1
949,4,147,5.6,8.1,2018-04-29,1
3691,1,10,8.7,9.0,2018-04-29,0
3690,2,49,6.1,8.8,2018-04-29,1
865,2,62,5.8,8.4,2018-04-29,0
3516,1,31,6.0,9.0,2018-04-29,1
786,1,7,3.0,8.2,2018-04-29,0
893,1,19,5.9,8.6,2018-04-29,0
460,1,21,4.7,8.3,2018-04-29,0
925,1,24,5.2,8.2,2018-04-29,0
457,2,66,4.3,8.2,2018-04-29,0
3536,1,8,6.5,8.6,2018-04-29,0
949,4,140,6.2,8.8,2018-04-29,0
2959,2,75,5.4,8.8,2018-04-29,0
457,3,81,4.0,8.2,2018-04-30,1
949,4,158,6.3,8.8,2018-04-30,1
455,1,31,3.4,8.4,2018-04-30,0
1725,1,27,5.5,8.5,2018-04-30,0
3690,2,58,6.1,8.6,2018-04-30,0
3516,1,35,6.7,9.0,2018-04-30,0
873,2,58,6.1,9.0,2018-04-30,0
925,1,24,5.5,8.2,2018-04-30,1
1516,2,47,5.7,8.7,2018-04-30,0
460,1,22,5.1,8.3,2018-04-30,1
2959,2,57,4.5,8.3,2018-04-30,1
786,1,33,5.0,8.2,2018-04-30,1
871,1,31,5.2,8.4,2018-04-30,1
865,2,52,5.8,8.2,2018-04-30,0
865,1,28,5.9,8.4,2018-04-30,1
3690,2,41,5.9,8.7,2018-04-30,1
873,1,36,4.5,8.3,2018-04-30,1
3516,2,48,5.6,9.0,2018-04-30,1
1516,2,47,4.8,8.5,2018-04-30,1
1725,1,33,5.9,8.5,2018-04-30,1
893,1,28,5.1,8.8,2018-04-30,1
2959,2,75,5.3,8.7,2018-04-30,0
455,1,33,3.5,8.4,2018-04-30,1
786,1,11,4.6,8.2,2018-04-30,0
893,1,17,5.2,8.8,2018-04-30,0
460,1,17,4.8,8.2,2018-04-30,0
925,1,25,5.1,8.2,2018-04-30,0
457,2,66,4.4,8.2,2018-04-30,0
949,4,124,6.5,8.8,2018-04-30,0
871,1,37,5.4,8.6,2018-04-30,0
457,2,75,4.0,8.2,2018-05-01,1
3536,1,5,4.7,8.2,2018-05-01,1
949,4,131,5.8,8.8,2018-05-01,1
455,1,31,3.0,8.3,2018-05-01,0
3516,2,59,7.0,8.5,2018-05-01,0
925,1,28,5.0,8.3,2018-05-01,1
873,2,67,6.3,8.6,2018-05-01,0
3690,3,100,5.7,8.4,2018-05-01,0
1516,2,60,5.7,8.7,2018-05-01,0
460,1,19,3.8,8.2,2018-05-01,1
871,1,40,4.5,8.2,2018-05-01,1
786,1,30,4.8,8.2,2018-05-01,1
865,2,50,5.6,8.4,2018-05-01,0
2959,2,62,4.3,8.3,2018-05-01,1
865,1,21,6.7,8.5,2018-05-01,1
3690,2,43,5.9,8.3,2018-05-01,1
873,2,64,4.4,8.3,2018-05-01,1
3516,1,39,6.3,8.6,2018-05-01,1
1516,2,41,4.5,8.3,2018-05-01,1
1725,1,36,5.4,8.4,2018-05-01,1
455,1,31,3.1,8.3,2018-05-01,1
893,1,29,4.3,8.2,2018-05-01,1
2959,2,71,5.6,8.7,2018-05-01,0
1725,1,26,5.5,8.3,2018-05-01,0
786,1,20,5.1,8.4,2018-05-01,0
893,1,20,6.1,8.7,2018-05-01,0
460,1,16,4.6,8.3,2018-05-01,0
925,1,27,5.4,8.3,2018-05-01,0
457,2,67,4.2,8.2,2018-05-01,0
3536,1,9,6.5,8.5,2018-05-01,0
949,4,139,6.4,8.8,2018-05-01,0
871,2,41,5.9,8.5,2018-05-01,0
893,1,16,5.3,8.2,2018-05-02,0
786,1,17,5.3,8.2,2018-05-02,0
871,2,47,5.4,8.3,2018-05-02,0
2959,2,74,5.6,8.7,2018-05-02,0
865,2,71,5.5,8.2,2018-05-02,0
3690,3,114,5.6,8.2,2018-05-02,0
873,2,55,6.0,8.6,2018-05-02,0
1725,1,27,5.5,8.3,2018-05-02,0
1516,3,84,6.1,8.3,2018-05-02,0
460,1,21,5.0,8.2,2018-05-02,0
455,1,31,3.2,8.2,2018-05-02,0
3691,3,102,7.5,9.0,2018-05-02,0
949,4,145,5.9,8.7,2018-05-02,1
3536,1,5,5.1,8.3,2018-05-02,1
457,2,72,4.4,8.2,2018-05-02,1
3516,2,65,6.4,8.4,2018-05-02,0
457,2,56,4.1,8.2,2018-05-02,0
871,1,28,3.6,8.2,2018-05-02,1
